permno,namebegdt,nameenddt,ticker,comnam,exchcd,shrcd
89707,2021-02-01,2022-06-22,NCV,VIRTUS ALLIANZGI CON & INC FD,1,44
89707,2022-06-23,2024-07-24,NCV,VIRTUS CONV & INCOME FUND,1,44
89707,2024-07-25,2024-12-31,NCV,VIRTUS CONV & INCOME FUND,1,44
89708,2012-04-02,2017-09-28,JPC,NUVEEN PFD INCOME OPPTY FUND,1,44
89708,2017-09-29,2024-06-19,JPC,NUVEEN PFD & INCOME OPPTYS FUND,1,44
89708,2024-06-20,2024-12-31,JPC,NUVEEN PFD & INCOME OPPTYS FUND,1,44
89726,2003-04-30,2019-07-02,AVK,ADVENT CLAYMORE CONV SECS INC FD,1,14
89726,2019-07-03,2024-06-17,AVK,ADVENT CONVERTIBLE & INCOME FD,1,14
89726,2024-06-18,2024-12-31,AVK,ADVENT CONVERTIBLE & INCOME FD,1,14
89728,2003-04-21,2021-03-30,CUK,CARNIVAL PLC,1,31
89728,2021-03-31,2024-12-31,CUK,CARNIVAL PLC,1,31
89730,2007-12-06,2024-12-31,EEM,ISHARES TRUST,4,73
89731,2006-07-24,2024-12-31,LEN,LENNAR CORP,1,11
89733,2006-03-06,2019-09-10,PHK,PIMCO HIGH INCOME FD,1,44
89733,2019-09-11,2024-12-31,PHK,PIMCO HIGH INCOME FD,1,44
89734,2008-10-31,2018-04-06,RSP,RYDEX E T F TRUST,4,73
89736,2003-05-15,2024-12-31,HTLF,HEARTLAND FINANCIAL USA INC,3,11
89738,2003-05-01,2019-08-30,MBTF,M B T FINANCIAL CORP,3,11
89741,2013-06-03,2015-10-12,OPHC,OPTIMUMBANK HOLDINGS INC,3,11
89741,2015-10-13,2015-10-13,,OPTIMUMBANK HOLDINGS INC,0,11
89741,2015-10-14,2016-01-11,OPHC,OPTIMUMBANK HOLDINGS INC,3,11
89741,2016-01-12,2024-12-30,OPHC,OPTIMUMBANK HOLDINGS INC,3,11
89741,2024-12-31,2024-12-31,OPHC,OPTIMUMBANK HOLDINGS INC,2,11
89744,2012-07-02,2024-12-31,CHY,CALAMOS CONVERTIBLE & HI INC FD,3,44
89745,2006-10-02,2017-12-25,HYT,BLACKROCK CORP HI YLD FD VI INC,1,14
89745,2017-12-26,2024-12-31,HYT,BLACKROCK CORP HI YLD FD VI INC,1,14
89746,2003-05-28,2019-09-08,EVV,EATON VANCE LTD DURATION INC F,2,14
89746,2019-09-09,2024-12-31,EVV,EATON VANCE LTD DURATION INC F,2,14
89748,2008-11-03,2018-06-03,PWC,POWERSHARES E T F TRUST,4,73
89748,2018-06-04,2023-08-27,PWC,INVESCO E T F TRUST,4,73
89748,2023-08-28,2024-12-31,BMVP,INVESCO E T F TRUST,4,73
89749,2014-02-19,2016-12-06,DWAQ,POWERSHARES E T F TRUST,4,73
89749,2016-12-07,2018-06-03,DWAQ,POWERSHARES E T F TRUST,3,73
89749,2018-06-04,2020-02-14,DWAQ,INVESCO E T F TRUST,3,73
89753,2003-06-12,2024-12-31,FORM,FORMFACTOR INC,3,11
89756,2012-01-03,2017-04-12,MARK,REMARK MEDIA INC,3,11
89756,2017-04-13,2022-12-21,MARK,REMARK HOLDINGS INC,3,11
89756,2022-12-22,2024-02-13,MARK,REMARK HOLDINGS INC,3,11
89757,2005-03-28,2018-10-23,SHLD,SEARS HOLDINGS CORP,3,11
89758,2003-06-02,2015-03-06,NBTF,N B & T FINANCIAL GROUP INC,3,11
89760,2006-06-30,2018-11-22,BBL,B H P BILLITON PLC,1,31
89760,2018-11-23,2020-09-15,BBL,B H P GROUP PLC,1,31
89760,2020-09-16,2022-01-28,BBL,B H P GROUP PLC,1,31
89764,2010-07-12,2015-12-14,ERC,WELLS FARGO ADV MULTI SEC INC FD,2,14
89764,2015-12-15,2017-12-25,ERC,WELLS FARGO MULTI SEC INC FD,2,14
89764,2017-12-26,2021-12-06,ERC,WELLS FARGO MULTI SEC INC FD,2,14
89764,2021-12-07,2024-12-31,ERC,ALLSPRING MULTI-SECTOR INC FD,2,14
89765,2008-11-06,2020-12-11,FVL,FIRST TRUST VALUE LINE 100 ETF,4,73
89766,2003-06-17,2024-06-19,HPS,HANCOCK JOHN PFD INCOME FD III,1,44
89766,2024-06-20,2024-12-31,HPS,HANCOCK JOHN PFD INCOME FD III,1,44
89773,2012-04-02,2024-12-31,JQC,NUVEEN CREDIT STRATEGIES INC FD,1,44
89777,2003-07-29,2017-12-25,BLW,BLACKROCK LTD DURATION INCOME TR,1,44
89777,2017-12-26,2024-12-31,BLW,BLACKROCK LTD DURATION INCOME TR,1,44
89778,2011-01-31,2024-12-31,CHT,CHUNGHWA TELECOM CO LTD,1,31
89780,2010-08-09,2019-09-10,NHS,NEUBERGER BERMAN HG YD STRAT FD,2,14
89780,2019-09-11,2024-12-31,NHS,NEUBERGER BERMAN HG YD STRAT FD,2,14
89781,2006-06-30,2021-03-30,MOH,MOLINA HEALTHCARE INC,1,11
89781,2021-03-31,2024-12-31,MOH,MOLINA HEALTHCARE INC,1,11
89782,2006-10-02,2020-02-23,MNE,BLACKROCK MUNI NY INTER DUR FUND,1,14
89782,2020-02-24,2020-06-15,MNE,BLACKROCK MUNI NY INTER DUR FUND,1,14
89783,2006-10-02,2019-09-08,MUI,BLACKROCK MUNI INTERM DUR FD INC,1,14
89783,2019-09-09,2021-09-30,MUI,BLACKROCK MUNI INTERM DUR FD INC,1,14
89783,2021-10-01,2024-12-31,MUI,BLACKROCK MUNI INCOME FUND INC,1,14
89784,2013-01-28,2018-10-28,NCZ,ALLIANZGI CONVERT & INC FD II,1,44
89784,2018-10-29,2019-12-18,NCZ,ALLIANZGI CONVERT & INC FD II,1,44
89784,2019-12-19,2020-02-10,NCZ,ALLIANZGI CONVERT & INC FD II,1,44
89784,2020-02-11,2020-10-05,NCZ,ALLIANZGI CONVERT & INC FD II,1,44
89784,2020-10-06,2021-01-31,NCZ,ALLIANZGI CONVERT & INC FD II,1,44
89784,2021-02-01,2021-03-21,NCZ,VIRTUS ALLIANZGI CON & INC FD II,1,44
89784,2021-03-22,2022-06-22,NCZ,VIRTUS ALLIANZGI CON & INC FD II,1,44
89784,2022-06-23,2024-12-31,NCZ,VIRTUS CONV & INCOME FUND II,1,44
89786,2004-02-09,2021-04-21,MHI,PIONEER MUNICIPAL HIGH INC TRUST,1,44
89786,2021-04-22,2024-12-31,MHI,PIONEER MUNI HIGH INCOME FD INC,1,44
89788,2006-10-09,2019-09-10,EHI,WESTERN ASSET GLOBAL HIGH INC FD,1,14
89788,2019-09-11,2024-12-31,EHI,WESTERN ASSET GLOBAL HIGH INC FD,1,14
89789,2006-06-30,2024-12-31,AXS,AXIS CAPITAL HOLDINGS LTD,1,12
89790,1982-11-01,2015-07-12,MPET,MAGELLAN PETROLEUM CORP,3,11
89790,2015-07-13,2017-02-09,MPET,MAGELLAN PETROLEUM CORP,3,11
89790,2017-02-10,2021-11-01,TELL,TELLURIAN INC,3,11
89790,2021-11-02,2024-06-23,TELL,TELLURIAN INC,2,11
89790,2024-06-24,2024-10-08,TELL,TELLURIAN INC,2,11
89792,2003-07-01,2024-12-31,CVCO,CAVCO INDUSTRIES INC DEL,3,11
89793,2005-06-21,2016-12-01,DTSI,D T S INC,3,11
89796,2003-07-24,2018-08-22,IPAS,IPASS INC,3,11
89796,2018-08-23,2018-11-06,IPAS,IPASS INC,3,11
89796,2018-11-07,2018-11-22,,IPASS INC,0,11
89796,2018-11-23,2019-02-12,IPAS,IPASS INC,3,11
89799,2006-06-02,2016-06-24,MNRK,MONARCH FINANCIAL HOLDINGS INC,3,11
89800,2003-07-31,2024-12-31,NTGR,NETGEAR INC,3,11
89803,2003-08-26,2020-07-15,AHT,ASHFORD HOSPITALITY TRUST INC,1,18
89803,2020-07-16,2021-07-18,AHT,ASHFORD HOSPITALITY TRUST INC,1,18
89803,2021-07-19,2024-10-27,AHT,ASHFORD HOSPITALITY TRUST INC,1,18
89803,2024-10-28,2024-12-31,AHT,ASHFORD HOSPITALITY TRUST INC,1,18
89807,2008-11-06,2024-12-31,FVD,FIRST TRUST EXCHANGE TRADED FUND,4,73
89808,2013-02-22,2024-06-19,FLC,FLAHERTY & CRUMRINE TOTAL RET FD,1,14
89808,2024-06-20,2024-12-31,FLC,FLAHERTY & CRUMRINE TOTAL RET FD,1,14
89809,2014-06-30,2020-02-18,FTF,FRANKLIN LIMITED DURATION INC TR,2,44
89809,2020-02-19,2024-12-31,FTF,FRANKLIN LIMITED DURATION INC TR,2,44
89810,2008-03-11,2024-12-31,GPK,GRAPHIC PACKAGING HOLDING CO,1,11
89811,2010-06-03,2018-08-03,MZF,MANAGED DURATION INVT GRD MUN FD,1,14
89812,2013-06-19,2020-03-12,GRP,GRANITE REAL ESTATE INVT TRUST,1,72
89812,2020-03-13,2024-06-20,GRP,GRANITE REAL ESTATE INVT TRUST,1,72
89812,2024-06-21,2024-10-02,GRP,GRANITE REAL ESTATE INVT TRUST,1,72
89812,2024-10-03,2024-12-31,GRP,GRANITE REAL ESTATE INVT TRUST,1,72
89814,2010-03-01,2019-09-10,PFL,PIMCO INCOME STRATEGY FUND,1,44
89814,2019-09-11,2024-12-31,PFL,PIMCO INCOME STRATEGY FUND,1,44
89817,2003-08-08,2017-01-24,TI,TELECOM ITALIA S P A NEW,1,31
89817,2017-01-25,2019-07-05,TI,TELECOM ITALIA S P A NEW,1,31
89821,2003-08-01,2017-06-15,BNCN,B N C BANCORP,3,11
89823,2003-08-13,2024-12-31,GOOD,GLADSTONE COMMERCIAL CORP,3,18
89824,2003-08-19,2021-01-06,PRSC,PROVIDENCE SERVICE CORP,3,11
89824,2021-01-07,2024-12-31,MODV,MODIVCARE INC,3,11
89826,2003-08-13,2024-12-31,TCBI,TEXAS CAPITAL BANCSHARES INC,3,11
89828,2003-08-15,2019-01-01,UVSP,UNIVEST CORP OF PENNSYLVANIA,3,11
89828,2019-01-02,2024-12-31,UVSP,UNIVEST FINANCIAL CORP,3,11
89833,2012-05-29,2019-08-18,,BELLUS HEALTH INC,0,11
89833,2019-08-19,2019-09-04,,BELLUS HEALTH INC,0,11
89833,2019-09-05,2023-06-28,BLU,BELLUS HEALTH INC,3,12
89839,2003-09-26,2019-08-29,BKK,BLACKROCK MUNICIPAL 2020 TERM TR,1,44
89839,2019-08-30,2020-12-15,BKK,BLACKROCK MUNICIPAL 2020 TERM TR,1,44
89840,2003-09-26,2020-12-15,BFO,BLACKROCK FLA MUN 2020 TERM TR,1,44
89841,2010-05-12,2024-12-31,CNO,C N O FINANCIAL GROUP INC,1,11
89842,2003-09-26,2019-09-08,EVT,EATON VANCE TAX ADVAN DIV IN FD,1,44
89842,2019-09-09,2020-04-12,EVT,EATON VANCE TAX ADVAN DIV IN FD,1,44
89842,2020-04-13,2024-06-19,EVT,EATON VANCE TAX ADVAN DIV IN FD,1,44
89842,2024-06-20,2024-12-31,EVT,EATON VANCE TAX ADVAN DIV IN FD,1,44
89845,2011-06-14,2015-07-02,AUQ,AURICO GOLD INC,1,12
89848,2007-08-31,2024-12-31,AGG,ISHARES TRUST,4,73
89849,2003-09-30,2015-03-31,JRN,JOURNAL COMMUNICATIONS INC,1,11
89852,2003-09-26,2021-11-19,JDD,NUVEEN DIVERSIFIED DIV & INC FD,1,44
89854,2003-09-16,2017-12-25,SHG,SHINHAN FINANCIAL GROUP CO LTD,1,31
89854,2017-12-26,2024-06-27,SHG,SHINHAN FINANCIAL GROUP CO LTD,1,31
89854,2024-06-28,2024-12-31,SHG,SHINHAN FINANCIAL GROUP CO LTD,1,31
89855,2007-08-13,2018-04-26,WIA,WESTERN ASSET CLAYMORE INF LN SC,1,44
89855,2018-04-27,2022-06-27,WIA,WESTERN ASSET INFLTN-LNKD INC FD,1,44
89855,2022-06-28,2024-12-31,WIA,WESTERN ASSET INFLTN-LNKD INC FD,1,44
89856,2014-11-19,2019-01-10,WF,WOORI BANK,1,31
89856,2019-01-11,2019-02-12,WF,WOORI FINANCIAL GROUP INC,31,31
89856,2019-02-13,2021-03-31,WF,WOORI FINANCIAL GROUP INC,1,31
89856,2021-04-01,2024-12-31,WF,WOORI FINANCIAL GROUP INC,1,31
89857,2003-09-08,2017-12-25,MXC,MEXCO ENERGY CORP,2,11
89857,2017-12-26,2024-06-19,MXC,MEXCO ENERGY CORP,2,11
89857,2024-06-20,2024-12-31,MXC,MEXCO ENERGY CORP,2,11
89858,1998-11-18,2017-12-25,PAA,PLAINS ALL AMERN PIPELINE L P,1,71
89858,2017-12-26,2020-12-13,PAA,PLAINS ALL AMERN PIPELINE L P,1,71
89858,2020-12-14,2024-12-31,PAA,PLAINS ALL AMERN PIPELINE L P,3,71
89866,2012-05-22,2024-12-31,LKQ,L K Q CORP,3,11
89869,2003-10-01,2024-12-31,ONEQ,FIDELITY COMMONWEALTH TRUST,3,73
89875,2013-07-18,2024-12-31,ANIP,A N I PHARMACEUTICALS INC,3,11
89876,2003-10-24,2020-02-24,CRI,CARTERS INC,1,11
89876,2020-02-25,2024-12-31,CRI,CARTERS INC,1,11
89877,2013-12-03,2016-08-22,FMD,FIRST MARBLEHEAD CORP,1,11
89878,2003-10-23,2017-09-29,FPO,FIRST POTOMAC REALTY TRUST,1,48
89879,2006-10-02,2017-12-25,FRA,BLACKROCK FLOATING RT INC STRAT,1,14
89879,2017-12-26,2024-12-31,FRA,BLACKROCK FLOATING RT INC STRAT,1,14
89880,2007-12-06,2017-08-01,IYT,ISHARES TRUST,4,73
89880,2017-08-02,2024-12-31,IYT,ISHARES TRUST,5,73
89881,2003-10-29,2024-06-19,NRO,NEUBERGER BERMAN REAL ESTATE SEC,2,14
89881,2024-06-20,2024-12-31,NRO,NEUBERGER BERMAN REAL ESTATE SEC,2,14
89882,2003-10-16,2021-04-21,MAV,PIONEER MUNICIPAL HIGH INC ADVNT,1,44
89882,2021-04-22,2024-12-31,MAV,PIONEER MUNI HIGH INC ADV FD INC,1,44
89888,2004-04-01,2015-03-18,LPHI,LIFE PARTNERS HOLDINGS INC,3,11
89889,2013-10-09,2016-05-09,CIDM,CINEDIGM CORP,3,11
89889,2016-05-10,2023-05-22,CIDM,CINEDIGM CORP,3,11
89889,2023-05-23,2023-06-08,CNVS,CINEVERSE CORP,3,11
89889,2023-06-09,2024-12-31,CNVS,CINEVERSE CORP,3,11
89891,2006-06-30,2019-01-01,BVX,BOVIE MEDICAL CORP,2,11
89891,2019-01-02,2024-12-31,APYX,APYX MEDICAL CORP,3,11
89892,2003-11-25,2019-09-08,EFR,EATON VANCE SENIOR FLTG RATE TR,1,44
89892,2019-09-09,2024-12-31,EFR,EATON VANCE SENIOR FLTG RATE TR,1,44
89893,2003-11-25,2016-06-29,GDV,GABELLI DIVIDEND & INCOME TRUST,1,44
89893,2016-06-30,2024-06-20,GDV,GABELLI DIVIDEND & INCOME TRUST,1,44
89893,2024-06-21,2024-12-31,GDV,GABELLI DIVIDEND & INCOME TRUST,1,44
89895,2007-12-06,2017-08-01,DVY,ISHARES TRUST,4,73
89895,2017-08-02,2024-12-31,DVY,ISHARES TRUST,3,73
89897,2003-11-20,2016-08-25,NMZ,NUVEEN MUNICIPAL HIGH INC OP FD,2,44
89897,2016-08-26,2024-12-31,NMZ,NUVEEN MUNICIPAL HIGH INC OP FD,1,44
89898,2007-07-10,2016-02-21,OMEX,ODYSSEY MARINE EXPLORATION INC,3,11
89898,2016-02-22,2024-12-31,OMEX,ODYSSEY MARINE EXPLORATION INC,3,11
89900,2003-11-25,2019-09-16,SNX,SYNNEX CORP,1,11
89900,2019-09-17,2021-11-02,SNX,SYNNEX CORP,1,11
89900,2021-11-03,2024-12-31,SNX,TD SYNNEX CORP,1,11
89901,2003-11-20,2016-12-19,WLL,WHITING PETROLEUM CORP NEW,1,11
89901,2016-12-20,2017-01-24,WLL,WHITING PETROLEUM CORP NEW,1,11
89901,2017-01-25,2017-11-08,WLL,WHITING PETROLEUM CORP NEW,1,11
89901,2017-11-09,2020-03-26,WLL,WHITING PETROLEUM CORP NEW,1,11
89901,2020-03-27,2020-09-01,WLL,WHITING PETROLEUM CORP NEW,1,11
89901,2020-09-02,2022-06-30,WLL,WHITING PETROLEUM CORP NEW,1,11
89904,2003-11-21,2018-02-02,BWLD,BUFFALO WILD WINGS INC,3,11
89905,2003-11-20,2018-04-05,CALD,CALLIDUS SOFTWARE INC,3,11
89908,2003-11-25,2024-08-05,CONN,CONNS INC,3,11
89911,2012-08-08,2017-12-25,TRQ,TURQUOISE HILL RESOURCES LTD,1,12
89911,2017-12-26,2020-10-25,TRQ,TURQUOISE HILL RESOURCES LTD,1,12
89911,2020-10-26,2022-12-15,TRQ,TURQUOISE HILL RESOURCES LTD,1,12
89913,2003-11-12,2022-01-19,MRLN,MARLIN BUSINESS SVCS CORP,3,11
89915,1984-11-13,2024-12-31,MGRC,MCGRATH RENTCORP,3,11
89916,2003-11-24,2017-01-17,NXST,NEXSTAR BROADCASTING GROUP INC,3,11
89916,2017-01-18,2022-08-03,NXST,NEXSTAR MEDIA GROUP INC,3,11
89916,2022-08-04,2024-12-31,NXST,NEXSTAR MEDIA GROUP INC,3,11
89920,2003-11-07,2015-08-17,QLTY,QUALITY DISTRIBUTION INC,3,11
89921,2007-12-04,2018-03-22,TICC,T I C C CAPITAL CORP,3,14
89921,2018-03-23,2024-12-31,OXSQ,OXFORD SQUARE CAPITAL CORP,3,14
89922,2003-11-13,2016-12-01,TSRA,TESSERA TECHNOLOGIES INC,3,11
89922,2016-12-02,2017-02-22,TSRA,TESSERA HOLDING CORP,3,11
89922,2017-02-23,2020-06-01,XPER,XPERI CORP,3,11
89922,2020-06-02,2022-10-02,XPER,XPERI HOLDING CORP,3,11
89922,2022-10-03,2024-12-31,ADEA,ADEIA INC,3,11
89925,2010-03-12,2016-09-11,ZHNE,ZHONE TECHNOLOGIES INC,3,11
89925,2016-09-12,2017-02-28,DZSI,DASAN ZHONE SOLUTIONS INC,3,11
89925,2017-03-01,2020-08-30,DZSI,DASAN ZHONE SOLUTIONS INC,3,11
89925,2020-08-31,2024-08-07,DZSI,D Z S INC,3,11
89927,2003-12-09,2019-11-04,CTRP,CTRIP COM INTL LTD,3,31
89927,2019-11-05,2024-12-31,TCOM,TRIP COM GROUP LTD,3,31
89935,2012-12-19,2023-04-16,MEIP,M E I PHARMA INC,3,11
89935,2023-04-17,2024-12-31,MEIP,M E I PHARMA INC,3,11
89938,2003-12-02,2019-11-22,OLBK,OLD LINE BANCSHARES,3,11
89941,2013-11-07,2017-05-11,TZOO,TRAVELZOO INC,3,11
89941,2017-05-12,2024-12-31,TZOO,TRAVELZOO,3,11
89942,2010-07-06,2016-11-06,GBLI,GLOBAL INDEMNITY PLC,3,12
89942,2016-11-07,2020-08-27,GBLI,GLOBAL INDEMNITY LTD,3,12
89942,2020-08-28,2022-01-02,GBLI,GLOBAL INDEMNITY GROUP LLC,3,11
89942,2022-01-03,2024-12-31,GBLI,GLOBAL INDEMNITY GROUP LLC,1,11
89946,2011-06-10,2024-05-02,AEL,AMERICAN EQUITY INVT LIFE HLDG C,1,11
89948,2008-04-25,2024-12-31,CKX,C K X LANDS INC,2,11
89949,2003-12-17,2022-09-01,LFC,CHINA LIFE INSURANCE CO LTD,1,31
89952,2014-01-09,2017-01-11,CMP,COMPASS MINERALS INTL INC,1,11
89952,2017-01-12,2021-03-30,CMP,COMPASS MINERALS INTL INC,1,11
89952,2021-03-31,2024-12-31,CMP,COMPASS MINERALS INTL INC,1,11
89954,2012-08-28,2015-07-24,DTV,DIRECTV,3,11
89959,2007-12-06,2024-12-31,TIP,ISHARES TRUST,4,73
89960,2006-06-30,2024-06-19,KRO,KRONOS WORLDWIDE INC,1,11
89960,2024-06-20,2024-12-31,KRO,KRONOS WORLDWIDE INC,1,11
89964,2006-07-11,2024-12-31,NNI,NELNET INC,1,11
89965,2003-12-02,2024-12-31,NG,NOVAGOLD RESOURCES INC,2,12
89968,2011-06-13,2016-07-28,PJC,PIPER JAFFRAY COMPANIES,1,11
89968,2016-07-29,2016-10-27,PJC,PIPER JAFFRAY COMPANIES,1,11
89968,2016-10-28,2020-01-05,PJC,PIPER JAFFRAY COMPANIES,1,11
89968,2020-01-06,2024-12-31,PIPR,PIPER SANDLER COMPANIES,1,11
89970,2006-10-09,2016-12-18,ESD,WESTERN ASSET EMERG MKTS DEBT FD,1,14
89970,2016-12-19,2019-09-10,EMD,WESTERN ASSET EMERG MKTS DEBT FD,1,14
89970,2019-09-11,2024-12-31,EMD,WESTERN ASSET EMERG MKTS DEBT FD,1,14
89971,2013-07-11,2021-03-30,TPX,TEMPUR SEALY INTERNATIONAL INC,1,11
89971,2021-03-31,2024-12-31,TPX,TEMPUR SEALY INTERNATIONAL INC,1,11
89973,2006-06-30,2024-12-31,UTI,UNIVERSAL TECHNICAL INSTITUTE IN,1,11
89976,2007-01-12,2023-03-31,AUY,YAMANA GOLD INC,1,12
89977,2003-12-04,2019-02-14,AHL,ASPEN INSURANCE HOLDINGS LTD,1,12
89981,2011-05-16,2017-03-17,GGE,GUGGENHEIM ENHANCED EQTY STR FD,1,14
89984,2004-01-28,2019-09-08,ETG,EATON VANCE TAX ADV GLOB DIV INC,1,44
89984,2019-09-09,2024-12-31,ETG,EATON VANCE TAX ADV GLOB DIV INC,1,44
89986,2009-12-09,2021-06-15,,APPLIED SCIENCE PRODUCTS INC,0,11
89986,2021-06-16,2022-04-12,,APPLIED BLOCKCHAIN INC,0,11
89986,2022-04-13,2022-11-16,APLD,APPLIED BLOCKCHAIN INC,3,11
89986,2022-11-17,2024-12-31,APLD,APPLIED DIGITAL CORP,3,11
89988,2012-10-17,2024-12-31,ITOT,ISHARES TRUST,4,73
89990,2004-01-28,2019-09-10,JTA,NUVEEN TAX ADV TOT RET STRAT FD,1,44
89990,2019-09-11,2021-11-19,JTA,NUVEEN TAX ADV TOT RET STRAT FD,1,44
89992,2008-09-19,2024-12-31,VCR,VANGUARD SECTOR INDEX FUNDS,4,73
89993,2008-09-19,2024-12-31,VDC,VANGUARD SECTOR INDEX FUNDS,4,73
89994,2008-09-19,2024-12-31,VFH,VANGUARD SECTOR INDEX FUNDS,4,73
89995,2008-09-19,2024-12-31,VHT,VANGUARD SECTOR INDEX FUNDS,4,73
89996,2008-09-19,2024-12-31,VGT,VANGUARD SECTOR INDEX FUNDS,4,73
89997,2008-09-19,2024-12-31,VAW,VANGUARD SECTOR INDEX FUNDS,4,73
89998,2008-09-19,2024-12-31,VPU,VANGUARD SECTOR INDEX FUNDS,4,73
89999,2008-09-19,2024-12-31,VBK,VANGUARD INDEX FUNDS,4,73
90000,2008-09-19,2024-12-31,VBR,VANGUARD INDEX FUNDS,4,73
90001,2008-09-19,2024-12-31,VO,VANGUARD INDEX FUNDS,4,73
90002,2008-09-19,2024-12-31,VV,VANGUARD INDEX FUNDS,4,73
90003,2008-09-19,2024-12-31,VUG,VANGUARD INDEX FUNDS,4,73
90004,2008-09-19,2024-12-31,VTV,VANGUARD INDEX FUNDS,4,73
90005,2008-09-19,2024-12-31,VB,VANGUARD INDEX FUNDS,4,73
90007,2012-01-18,2016-05-20,CHEV,CHEVIOT FINANCIAL CORP,3,11
90011,2014-06-13,2022-01-03,MGLN,MAGELLAN HEALTH INC,3,11
90012,2004-01-23,2024-12-31,PETS,PETMED EXPRESS INC,3,11
90029,2014-11-10,2024-12-31,DVAX,DYNAVAX TECHNOLOGIES CORP,3,11
90031,2004-02-03,2016-12-05,GTXI,G T X INC,3,11
90031,2016-12-06,2019-06-09,GTXI,G T X INC,3,11
90031,2019-06-10,2024-01-07,ONCT,ONCTERNAL THERAPEUTICS INC,3,11
90031,2024-01-08,2024-12-02,ONCT,ONCTERNAL THERAPEUTICS INC,3,11
90037,2008-06-18,2015-06-28,HTH,HILLTOP HOLDINGS INC,1,11
90037,2015-06-29,2024-06-20,HTH,HILLTOP HOLDINGS INC,1,11
90037,2024-06-21,2024-12-31,HTH,HILLTOP HOLDINGS INC,1,11
90038,2004-02-05,2015-06-30,AIZ,ASSURANT INC,1,11
90038,2015-07-01,2016-12-18,AIZ,ASSURANT INC,1,11
90038,2016-12-19,2020-10-12,AIZ,ASSURANT INC,1,11
90038,2020-10-13,2024-12-31,AIZ,ASSURANT INC,1,11
90041,2004-02-25,2024-12-31,HTD,JOHN HANCOCK TAX ADV DIV INC FD,1,44
90042,2011-07-11,2017-12-25,IGR,CBRE CLARION GLOB RL EST INC FD,1,44
90042,2017-12-26,2021-10-17,IGR,CBRE CLARION GLOB RL EST INC FD,1,44
90042,2021-10-18,2021-11-25,IGR,CBRE GLOBAL REAL ESTATE INC FD,1,44
90042,2021-11-26,2024-12-31,IGR,CBRE GLOBAL REAL ESTATE INC FD,1,44
90047,2004-02-25,2017-12-25,UTG,REAVES UTILITY INCOME FUND,2,44
90047,2017-12-26,2021-07-05,UTG,REAVES UTILITY INCOME FUND,2,44
90047,2021-07-06,2024-12-31,UTG,REAVES UTILITY INCOME FUND,2,44
90050,2006-10-09,2019-08-11,SCD,L M P CAPITAL & INCOME FUND INC,1,14
90050,2019-08-12,2024-12-31,SCD,L M P CAPITAL & INCOME FUND INC,1,14
90052,2004-02-03,2015-05-14,TRW,T R W AUTOMOTIVE HOLDINGS CORP,1,11
90053,2011-06-16,2019-03-08,TIK,TEL INSTRUMENT ELECTRONICS CORP,2,11
90056,2008-07-18,2019-12-29,TYG,TORTOISE ENERGY INFRASTRUCT CORP,1,14
90056,2019-12-30,2020-04-30,TYG,TORTOISE ENERGY INFRASTRUCT CORP,1,14
90056,2020-05-01,2024-06-20,TYG,TORTOISE ENERGY INFRASTRUCT CORP,1,14
90056,2024-06-21,2024-12-31,TYG,TORTOISE ENERGY INFRASTRUCT CORP,1,14
90057,2007-08-13,2018-04-26,WIW,WESTERN ASSET CLAYMORE INFL LNKD,1,44
90057,2018-04-27,2022-06-27,WIW,WESTERN ASSET INFTN-LNKD OP&IN F,1,44
90057,2022-06-28,2024-12-31,WIW,WESTERN ASSET INFTN-LNKD OP&IN F,1,44
90061,2012-05-14,2015-07-09,ATL,ATLATSA RESOURCES CORP,2,12
90063,2012-07-02,2024-12-31,CSQ,CALAMOS STRATEGIC TOT RETURN FD,3,44
90066,2010-01-04,2024-05-19,UTF,COHEN & STEERS INFRA FD INC,1,14
90066,2024-05-20,2024-12-31,UTF,COHEN & STEERS INFRA FD INC,1,14
90067,2004-03-26,2016-02-17,HOS,HORNBECK OFFSHORE SVCS INC NEW,1,11
90067,2016-02-18,2017-02-15,HOS,HORNBECK OFFSHORE SVCS INC NEW,1,11
90067,2017-02-16,2019-12-20,HOS,HORNBECK OFFSHORE SVCS INC NEW,1,11
90068,2004-03-26,2017-12-25,MFD,MACQUARIE FIRST TR GLOB INFRASTR,1,44
90068,2017-12-26,2022-01-05,MFD,MACQUARIE FIRST TR GLOB INFRASTR,1,44
90068,2022-01-06,2024-09-20,MFD,MACQUARIE FIRST TR GLOB INFRASTR,1,44
90069,2004-03-24,2016-09-13,MGN,MINES MANAGEMENT INC,2,11
90071,2004-03-25,2016-12-18,NRG,N R G ENERGY INC,1,11
90071,2016-12-19,2021-04-04,NRG,N R G ENERGY INC,1,11
90071,2021-04-05,2024-12-31,NRG,N R G ENERGY INC,1,11
90073,2004-03-26,2018-07-16,JFR,NUVEEN FLOATING RATE INCOME FUND,1,44
90073,2018-07-17,2024-12-31,JFR,NUVEEN FLOATING RATE INCOME FUND,1,44
90076,2011-07-18,2019-06-13,SMI,SEMICONDUCTOR MANUFACT INTL CORP,1,31
90077,2011-01-24,2017-09-04,IFMI,INSTITUTIONAL FINANCIAL MKT INC,2,11
90077,2017-09-05,2019-09-08,COHN,COHEN & CO INC NEW,2,11
90077,2019-09-09,2024-12-31,COHN,COHEN & CO INC NEW,2,11
